Company Name,Location,Job Title
Zeus Street Greek,"Canberra, Australia",Canberra Branch - Junior Manager
Malaysian Students' Council of Australia (MASCA),"Canberra, Australia",Chairperson
The Australian National University,"Canberra, Australia",MSI Summer Research Scholar
Malaysian Students' Council of Australia (MASCA),"Canberra, Australia",Education and Career Director
Unilever,"Canberra, Australia",Student Consultant
Project Everest Ventures,"Canberra, Australia",Social Consultant (Trekker)
Taggle Systems Pty Ltd,"Sydney, Australia",Chief Product Officer
Squiz,"Sydney, Australia","Global Director, Customer Insights"
LeadMechanics,"Sydney, Australia",Founder and Managing Director
InsightfulCRM,"Sydney, Australia",Managing Director
Fonality,"Sydney, Australia","Managing Director Australia / Vice President, International Sales"
InsightfulCRM,"Sydney, Australia",Co-Founder and CEO
Si2,"Sydney, Australia",Director & Principal Consultant
Si2,"Sydney, Australia",Consultant
Lloyds Banking Group,"Sydney, Australia","Executive Manager, Strategy & Business Performance"
Accenture,"Sydney, Australia","Strategy Manager, Strategy Practice"
BBC Studios,"Sydney, Australia",Senior Strategy Consultant
Intelligentsia Worldwide,"Sydney, Australia","Research Consultant, Technology Media Telco"
Mediatree,"Sydney, Australia",Account Director
Sydney Airport,"Sydney, Australia",Project Manager
WHSmith,"Sydney, Australia",Project Manager
David Jones,"Sydney, Australia",Project Manager
Lagardere Travel Retail Pacific,"Sydney, Australia",Store Planning Manager
Digital Frontier ►,"Sydney, Australia",Project Manager
University of South Australia,"Adelaide, Australia",Senior Researcher
Bunnings,"Canberra, Australia",Trade sales assistant (part time)
MasterCard Prepaid Management Services,"Brisbane, Queensland, Australia",Senior Account Manager - Head of Cash Passport Relationships (Australia)
Travelex,"Brisbane, Queensland, Australia",Head of Prepaid Cards Asia Pacific
Heritage Bank,"Brisbane, Queensland, Australia",Head of Marketing/Head of Product
Heritage Bank,"Brisbane, Queensland, Australia",Product & Development Manager
Corrective Exercise Australia,"Adelaide, Australia",Director/Principal Presenter
Fitness Australia,"Adelaide, Australia",Board member
Fitness Australia,"Adelaide, Australia",RIC and REPs Council Member
University of Sydney,"Sydney, Australia",Undergraduate Laboratory Demonstrator
University of Technology Sydney,"Sydney, Australia",Technical Assistant
Australia-China Youth Association,"Melbourne, Australia",Project Manager (ACELS Melbourne 2017)
My Chemist,"Melbourne, Australia",Pharmacy Assistant
Australia-China Youth Association,"Melbourne, Australia",President (Monash)
Vision Australia,"Melbourne, Australia",Human Resources Operations Officer
Able Chineselink,"Melbourne, Australia",NAATI- Melbourne Agent
Waste Initiatives,"Maison Dieu, New South Wales, Australia",Accounts Manager
Villa World,"Melbourne, Australia",State Manager - Victoria
Villa World,"Melbourne, Australia",Development Manager
Hyder Consulting,"Melbourne, Australia",Construction Engineer
Büro North,"Melbourne, Australia",Senior Designer
Adherettes Group,"Melbourne, Australia",Senior Industrial Designer
Proen Design Australia,"Melbourne, Australia",Industrial Designer
Film and Television Industry,"Melbourne, Australia",Freelance Art Department
University of South Australia,"Melbourne, Australia",Industrial Design Tutor
TAFE SA,"Melbourne, Australia",Sessional Lecturer
RMIT University,"Melbourne, Australia",Sessional Instructor
Amazon Web Services,"Sydney, Australia",Team Lead - Storage and Content Delivery
Number 9 Fashion,"Sydney, Australia",Co-Founder
Amazon Web Services,"Sydney, Australia",Cloud Engineer - Application Services
Cerno,"Sydney, Australia",Infrastructure Solution Architect - Consultant
Speedscan Australia,"Sydney, Australia",Infrastructure Solution Architect - Consultant
Skaffold Pty Ltd,"Sydney, Australia",Platform Architect - Consultant
CANDIS Group Ltd.,"Sydney, Australia","CTO, Partner & Co Founder"
Adobe,"Sydney, Australia",Customer Success Engineer JAPAC
Rio Tinto,"Perth, Australia",Joint Venture Manager - Hope Downs
Rio Tinto,"Perth, Australia","Consultant and Transition Specialist, Financial Accounting - Iron Ore"
BHP,"Perth, Australia","Finance Trainer, 1SAP"
EY,"Perth, Australia","Senior Manager, Assurance"
BHP,"Perth, Australia","Consultant, Group Consolidations Project"
Peet Limited,"Perth, Australia",Financial Controller (secondment)
BHP,"Perth, Australia","Principal Analyst, Commercial and Legal – WAIOPJV Integration Planning Team"
National Australia Bank,"Melbourne Area, Australia",Senior Analyst Programmer
"Odecee, A Cognizant Digital Business","Melbourne Area, Australia",Senior Frontend Engineer
Transpire,"Melbourne Area, Australia",Senior Frontend Developer
Arkade,"Melbourne Area, Australia",UI/UX Developer
ProjectProject,"Melbourne Area, Australia",Web & Mobile Developer
Good Game Productions Pty Ltd,"Melbourne Area, Australia",Game Developer
Cognizant,"Melbourne Area, Australia",Senior Frontend Software Engineer / People Manager
Catch.com.au,"Melbourne Area, Australia",Lead Frontend Developer
Queensland Department of Education,"Brisbane, Australia",Guidance Counsellor
Life Without Barriers,"Brisbane, Australia",Clinical Behaviour Consultant
Health and Community Services Workforce Council,"Brisbane, Australia",Trainer
TAFE Queensland,"Brisbane, Australia",Counsellor
TAFE Queensland,"Brisbane, Australia",Counsellor
Winston Churchill Fellowship,"Brisbane, Australia",Churchill Fellow
Drakes Supermarkets,"Queensland, Australia",duty manager
Drakes Supermarkets,"Queensland, Australia","variety manager, stock controller"
Department Of The Future ,"Adelaide, Australia",Assistant Editor
Target Australia,"Adelaide, Australia",Head Register Supervisor
Target Australia,"Adelaide, Australia",Register Operator
University of Canberra,"Canberra, Australia",Alumni Relations Manager
University of Canberra,"Canberra, Australia",Marketing Manager
Department of Defence,"Canberra, Australia",Communications and Outreach Manager
Department of Defence,"Canberra, Australia",Research Analyst
H&M,"Woolloomooloo, New South Wales, Australia",Visual Merchandiser
PREMONITION DESIGN LTD,"Woolloomooloo, New South Wales, Australia",Work Placement
ICE Design Pty Ltd,"Woolloomooloo, New South Wales, Australia",State Visual Merchandiser for Queensland
City Beach Australia,"Woolloomooloo, New South Wales, Australia",Visual Merchandiser
Surf Dive 'n Ski,"Woolloomooloo, New South Wales, Australia",State Visual Merchandiser
BBC Studios,"Sydney, Australia",Lead Designer
Nine Entertainment Co.,"Sydney, Australia",Art Director
Signal Productions,"Sydney, Australia",Freelance Motion Graphics Designer
Red Bee Media,"Sydney, Australia",Freelance Motion Graphics Designer
"NBCUniversal Media, LLC","Sydney, Australia",Freelance Motion Graphics Designer
Addiction Worldwide,"Sydney, Australia",Senior Motion Graphics Designer
"TV1 & SF Australia, operated by the TV1 General Entertainment Partnership.","Sydney, Australia",Senior Designer
Chook Digital,"Sydney, Australia",Web Designer
EY,"Sydney, Australia",Assurance Associate
EY,"Sydney, Australia",Intern
Raffles College of Design and Commerce,"Sydney, Australia",Library Assistant
Ingenia Communities Group,"Sydney, Australia",Group Accountant
Specsavers,"Melbourne, Australia",Senior Financial Accountant
Specsavers,"Melbourne, Australia",Assistant Accountant
Jetstar Airways,"Melbourne, Australia",Administrative Executive
McDonald's,"Melbourne, Australia",Manager
Barry.Nilsson.,"Melbourne, Australia",Principal
Hunt & Hunt Lawyers,"Melbourne, Australia",Partner
Hunt & Hunt Lawyers,"Melbourne, Australia",Special Counsel
Lander & Rogers,"Melbourne, Australia",Senior Associate
BLM,"Melbourne, Australia",Lawyer
La Trobe University,"Bendigo, Australia",Demonstrator
La Trobe University,"Bendigo, Australia",Student Parther Program Facilitator
La Trobe University,"Bendigo, Australia",Engineering Ambassador
Code Camp,"Bendigo, Australia",Teacher
EDMI Limited,"Melbourne, Australia",General Manager
TXU Energy,"Melbourne, Australia",Technology Manager
Oakton,"Sydney, Australia",Experience Design Lead (CX/UX/SD)
Sydney Water,"Sydney, Australia",Consulting Information Architect (Oakton Portal Program)
CPB Contractors,"Sydney, Australia",Consulting Information Architect (Oakton Portal Program)
The GPT Group,"Sydney, Australia",Consulting Information Architect (Oakton Portal Program)
Wolters Kluwer,"Sydney, Australia",Acting Regional Web Development Manager
QBE Insurance,"Sydney, Australia",Business Analyst (Web Strategy)
Sumitomo Mitsui Banking Corporation,"Sydney, Australia",Business Analyst
RailCorp,"Sydney, Australia",Business Analyst
UrbanGrowth NSW,"Sydney, Australia",Development Director
UrbanGrowth NSW,"Sydney, Australia",Assistant Development Director
Landcom,"Sydney, Australia",Senior Development Manager
Penrith City Council,"Sydney, Australia",Senior Planner
Sensis,"Melbourne, Australia",GM - Consumer Digital Technology
Alma Homes,"Melbourne, Australia",Director
Sensis,"Melbourne, Australia",GM - Enterprise Development Services
Sensis,"Melbourne, Australia",Development Manager - Customer Enablement
Sensis,"Melbourne, Australia",Development Manager - Yellow Pages and WhereIs
Sensis,"Melbourne, Australia",Development Manager - White Pages Digital
Sensis,"Melbourne, Australia",Development Manager - Yellow Pages
Sensis,"Melbourne, Australia",Lead Architect - Yellow and White Pages
Synergy Plus,"Melbourne, Australia",Chief Solution Architect
Adaptive International,"Melbourne, Australia",Technical Architect
Origin Energy,"Melbourne, Australia",Head of Digital IT
10X Digital Pty Ltd,"Melbourne, Australia",Director
New York Film Academy,"Sydney, Australia",Teaching Assistant/Technical Assistant
Rooster Teeth,"Sydney, Australia",Camera Operator
Georges Cameras,"Sydney, Australia",Sales
"CEB, now Gartner","Melbourne, Australia",Associate
McAndrew Property Group,"Brisbane, Australia",Director
Property Council of Australia,"Brisbane, Australia",PCA - Residential Committee Member
Peet Limited,"Brisbane, Australia",Senior Development Manager
UDIA Queensland,"Brisbane, Australia",UDIA QLD - Moreton Bay Branch Committee Member
Cranbourne East Secondary College,"Melbourne, Victoria, Australia",Student Counselor
Chubb,"Melbourne, Victoria, Australia",Accident and Health Underwriter
Chubb,"Melbourne, Victoria, Australia",Personal Lines Underwriter
Ansvar Insurance Australia,"Melbourne, Victoria, Australia",Personal Lines Underwriter
Calliden Insurance,"Melbourne, Victoria, Australia",Commercial Underwriter
GT Insurance (Global Transport & Automotive Insurance Solutions Pty Ltd),"Melbourne, Victoria, Australia",Heavy Motor Underwriter
Vero Insurance New Zealand,"Melbourne, Victoria, Australia",Assistant Underwriter
Insurance Advisernet,"Melbourne, Victoria, Australia",Account Executive
Point Financial Pty Limited,"Sydney, Australia",Principal & Wealth Adviser
Point Financial Pty Limited,"Sydney, Australia",Director
AMP,"Sydney, Australia",National Business Development Manager
Perpetual Limited,"Sydney, Australia",Manager - Perpetual Fund Services
Macquarie Group,"Sydney, Australia",Account Manager - Self Managed Superannuation Funds
American Express,"Sydney, Australia",Membership Rewards
Meat & Livestock Australia,"Brisbane Area, Australia",Content Coordinator
National Australia Bank,"Brisbane Area, Australia",Agribusiness Analyst
Cotton Australia,"Brisbane Area, Australia",Communications Intern
Taylor & Francis Group,"Melbourne, Victoria, Australia",Regional Sales Director - Books - Australasia
Wolters Kluwer Australia,"Melbourne, Victoria, Australia",Head of Content - Books
Wolters Kluwer Australia,"Melbourne, Victoria, Australia",Regional Sales Manager - Southern Region and Libraries
Wolters Kluwer Australia,"Melbourne, Victoria, Australia","Head of Strategy, Major Accounts"
Wolters Kluwer Australia,"Melbourne, Victoria, Australia",Major Accounts Manager
TSO,"Melbourne, Victoria, Australia",Account Manager
TSO,"Melbourne, Victoria, Australia",Key Account Executive
Cambridge University Press,"Melbourne, Victoria, Australia",Production Controller - Education
Hawker Brownlow Education,"Melbourne, Victoria, Australia",Production Coodinator
Accenture,"Sydney, Australia",Data Analyst / Application Engineer
The Reject Shop,"Ravenhall, Victoria, Australia",Shop Assistant
Dome Garden Supplies,"Ravenhall, Victoria, Australia",Purchasing Officer
MSI Taylor,"Brisbane, Australia",Certified Financial Planner/Senior Fianancial Adviser
Aspire SRS,"Brisbane, Australia",Certified Financial Planner/Senior Financial Adviser
Genesys Wealth Advisers,"Brisbane, Australia",Certified Financial Planner
Associated Planners Group,"Brisbane, Australia",Senoir Paraplanner/Associate Adviser
Protax LLC,"Brisbane, Australia",Researcher / Authorised Represenative
McKinsey & Company,"Victoria, Australia",Partner
McKinsey & Company,"Victoria, Australia",Business Analyst
Yokogawa Australia and New Zealand,"Sydney, Australia",IT Systems Engineer
Dimension Data,"Sydney, Australia",System Engineer - Virtualization and DCS
Yodel Australia,"Sydney, Australia",Web Designer
National Projects & Maintenance,"Sydney, Australia",Director - Projects & Maintenance
BGIS,"Sydney, Australia",Senior Facilities Manager – NSW Department of Attorney General and Justice Portfolio and PJP
Spotless Group,"Sydney, Australia",Project Manager and Client Services Manager – Government Schools Contract
DiUS,"Sydney, Australia",Principal UX Consultant
ful-vue,"Sydney, Australia",Design Director & Founder
DDDifferentttt,"Sydney, Australia",Senior Art Director
Hypercom,"Sydney, Australia",Design Manager
Virtu,"Sydney, Australia",Graphic Designer
Suncorp Group,"Brisbane Area, Australia",Executive Manager - Customer Propositions
Suncorp Group,"Brisbane Area, Australia",Program Executive Change and Business Readiness
Suncorp Group,"Brisbane Area, Australia",Regional General Manager
ANZ,"Brisbane Area, Australia",District Executive
QUT (Queensland University of Technology),"Brisbane Area, Australia",Sessional Academic
Westpac,"Brisbane Area, Australia",General Manager Local Business Banking
CUA - Credit Union Australia Limited,"Brisbane Area, Australia",Snr Mgr Member Experience
RMIT Accounting Students Association,"Melbourne, Australia",President
Regis Aged Care,"Melbourne, Australia",Food Service
RMIT Business Student Association,"Melbourne, Australia",Treasurer
Deloitte Australia,"Melbourne, Australia",Vacation Student
SMF Recruitment,"Sydney, Australia",Managing Director
Ambition,"Sydney, Australia",Recruitment Manager
Brightwater,"Sydney, Australia",Recruitment Manager
eir Ireland,"Sydney, Australia",Marketing Analyst
Anonymous Animals,"Sydney, New South Wales, Australia",Production Coordinator
Telstra,"Sydney, New South Wales, Australia",Local Customer Service Consultant
Telstra,"Sydney, New South Wales, Australia",NSW Regional Sales Coach
Telstra,"Sydney, New South Wales, Australia",Tech Bar
Stage Entertainment,"Sydney, New South Wales, Australia",Dancer/Singer
Disney Theatrical Group,"Sydney, New South Wales, Australia",Singer/Dancer Swing - The Lion King
Invictus Games Sydney 2018,"Sydney, New South Wales, Australia",Video Coordinator / Production Co-ordinator
Fremantle,"Sydney, New South Wales, Australia",Transcriber
Edith Cowan University,"Joondalup, Western Australia, Australia",Professor
University of South Australia,"Joondalup, Western Australia, Australia",Associate Professor
University of South Australia,"Joondalup, Western Australia, Australia",Senior Lecturer
University of South Australia,"Joondalup, Western Australia, Australia",Lecturer
"School of Hotel and Tourism Management, The Hong Kong Polytechnic University","Joondalup, Western Australia, Australia",Visiting Lecturer
Charles Sturt University,"Sydney, Australia",Sessional Lecturer
Spiel Group,"Sydney, Australia",Event Sponsorship Specialist (Fairfax Media)-Contract
Regus,"Sydney, Australia",Customer Service Representative- Contract
IEL - Instituto Euvaldo Lodi,"Sydney, Australia",Marketing/Event Specialist
Seara Alimentos LTDA,"Sydney, Australia",Office Manager
AGSM @ UNSW Business School,"Sydney, Australia",Relationship Manager- Recruitment and Admissions
Ambition,"Sydney, Australia",Digital Recruitment Consultant
Asia Pacific International College,"Sydney, Australia",Full time MBA Student
Sydney College of English - SCE,"Sydney, Australia",Full time Student 
"NSW Department of Finance, Services and Innovation","Sydney Area, Australia",Chief Architect
"NSW Department of Finance, Services and Innovation","Sydney Area, Australia",Program Manager Collaboration- Office 365 & Workplace by Facebook
AMP,"Sydney Area, Australia",Senior Change Management Consultant
Macquarie University,"Sydney Area, Australia",Program Manager - Google to Office 365 Migration and Cloud Deployment
Insync Technology,"Sydney Area, Australia",NSW State Manager - BDM and Pre Sales - Cloud Deployment Consultant
Microsoft,"Sydney Area, Australia",Office 365 Migration Technical Program Manager / Technical Specialist
Centric Wealth,"Sydney Area, Australia",Business Analyst
Hitachi Data Systems,"Sydney Area, Australia",Project Manager - Business Analyst
Commonwealth Bank,"Sydney Area, Australia",Programme Manager
RailCorp,"Sydney Area, Australia",Senior Project / Programme Manager
Sydney Water,"Sydney Area, Australia",Senior Portfolio Manager
"Department for Environment, Food and Rural Affairs","Sydney Area, Australia",Senior Program Manager
Natural England,"Sydney Area, Australia",Programme Manager - IT PMO
the dti (Department of Trade and Industry: Republic of South Africa),"Sydney Area, Australia",Senior IT Project Manager
Haringey Council,"Sydney Area, Australia",Senior Programme Manager
Marsh,"Sydney Area, Australia",Programme Manager
Unisys,"Sydney Area, Australia",Programme Manager
Avis Budget Group International,"Sydney Area, Australia",Programme Manager
"Vocalink, a Mastercard company","Sydney Area, Australia",Programme Manager
Barclays Investment Bank,"Sydney Area, Australia",Programme Manager
The Competition Commission South Africa,"Sydney Area, Australia",Interim Head of Information Services & Programme Manager
Eli Lilly and Company,"Sydney Area, Australia",Programme Manager
Philip Morris International,"Sydney Area, Australia",Project Manager
Clifford Chance,"Sydney Area, Australia",Global Project Manager
ICL,"Sydney Area, Australia",Project Director
Hewlett Packard Enterprise,"Sydney Area, Australia",Senior Project Manager EMEA
Nedcor,"Sydney Area, Australia",Project Manager
Department of Family and Community Services (NSW),"Sydney Area, Australia","Senior IT Project Manager - Office 365, Windows 10 EUC"
Buchan Group,"Mermaid Beach, Queensland, Australia",Architectural Assistant
Griffith University,"Mermaid Beach, Queensland, Australia",Sessional/Instructor
BDA,"Mermaid Beach, Queensland, Australia",Architectural Graduate
ReConnect Communications,"Yackandandah, Victoria, Australia",Human Resources Manager
Wodonga TAFE,"Yackandandah, Victoria, Australia",Human Resource Officer
Border Express Pty Ltd,"Yackandandah, Victoria, Australia",Human Resource Advisor
Wodonga TAFE,"Yackandandah, Victoria, Australia",Senior Workplace Planning & Development Advisor
Mars,"Yackandandah, Victoria, Australia",Payroll Officer
Mars,"Sydney, Australia","Asia Pacific Q&FS Manager, Petcare and Multisales"
Asahi Beverages,"Sydney, Australia",NSW Quality Manager
Airbus in Australia Pacific,"Sydney, Australia",C130-J Quality and Business Improvement Manager
The Coca-Cola Company,"Sydney, Australia","Director of Quality, Asia Group"
Primary Health Care Limited,"Sydney, Australia",Organisation Change Manager (Leapfrog)
Prosci ANZ,"Sydney, Australia",Senior Consultant and Facilitator
Actura Australia,"New South Wales, Australia",Senior Business Development Manager
YourTutor,"New South Wales, Australia",Regional Manager - Tertiary Client Development
YourTutor,"New South Wales, Australia",School Relationships Manager
Skillset,"New South Wales, Australia",Business Manager
Newcrest Mining,"New South Wales, Australia",Operator (Contract)
Trading Corp Pty Ltd,"New South Wales, Australia",Business Development Manager
Bendigo and Adelaide Bank,"Adelaide, Australia",Senior Project Management Consultant
RAA,"Adelaide, Australia","Manager, Projects"
JLT Group,"Adelaide, Australia",Head of Client Implementations
Thomsons Online Benefits,"Adelaide, Australia",Project Manager
Bendigo and Adelaide Bank,"Adelaide, Australia",Agile Squad Lead
Rockmelon,"Sydney, Australia",Founder and Chief Operating Officer
Timpani,"Sydney, Australia",Founder and CEO
IoT Alliance Australia,"Sydney, Australia",Board Member
muru-D,"Sydney, Australia",Mentor
CSIRO,"Sydney, Australia",ON Program Mentor
IoT Alliance Australia,"Sydney, Australia",Chair - Startups Workstream
Oovvuu,"Sydney, Australia",Investor / Board Advisor
ELANATION,"Sydney, Australia",Angel Investor
SkyGrid.io,"Sydney, Australia",Angel Investor
Rapporr,"Sydney, Australia",Angel Investor
News Corp Australia,"Sydney, Australia","General Manager, Head of Consumer Products, Technology & UX"
News Corp Australia,"Sydney, Australia","Director, Video"
Endemol Shine Australia,"Sydney, Australia",Head of Product and Innovation
Shine Group,"Sydney, Australia",Chief Technology Officer
Endemol Shine Australia,"Sydney, Australia",Head of Digital
News Corp Australia,"Sydney, Australia",Consultant
Foxtel,"Sydney, Australia",Product Consultant
Nokia,"Sydney, Australia",Global Head of Interactive Media
Tamblin Ltd,"Sydney, Australia",Founder & CEO
Grey Interactive Agency,"Sydney, Australia",Chief Technology Officer
NeoLife International,"Sydney, Australia",Communications Manager
The genAlpha Project,"Sydney, Australia",Ambassador
MetLife,"Sydney, Australia",Senior Business Analyst - Future Releases Lead
DT,"Sydney, Australia",Digital Business Analyst
encompass corporation,"Sydney, Australia",Business/Technical Application Analyst
WEX,"Sydney, Australia",Business Applications Analyst
Avocado Consulting,"Sydney, Australia",Web QA Analyst
Barnardos Ireland,"Sydney, Australia",Business Analyst
Pisces,"Sydney, Australia",Java Software Engineer
ACS - The Professional Association for Australia's ICT sector,"Sydney, Australia",Senior Agile Business Analyst (Contract)
Hannover Fairs Australia,"Sydney, Australia",Conference and Events Manager
Hannover Fairs Australia,"Sydney, Australia",Conference and Events Coordinator
Lendlease,"Sydney, Australia",Public Relations - Place Ambassador [Contract Role]
Hannover Fairs Australia,"Sydney, Australia",Conference and Events Assistant [Contract Role]
"Stedmans Hospitality | Events, Corporate & Concierge","Sydney, Australia",Event Consultant
Shelde,"Melbourne, Australia",Head of Data Services
Telstra,"Melbourne, Australia","Manager, Data Engineering"
Ecetera,"Melbourne, Australia",Executive Consultant
Shelde,"Melbourne, Australia",Head of Digital Engineering
Acceleration - Enhancing Sports Performance,"Melbourne, Australia",Running mechanics
Kingston City Council,"Melbourne, Australia",Certified Personal Trainer
Port Melbourne Football Club,"Melbourne, Australia",Player
Monash Health,"Melbourne, Australia",Podiatrist
Frankston Football Club,"Melbourne, Australia",Player
Casey Demons,"Melbourne, Australia",Player
The Star Entertainment Group,"Brisbane, Australia",Talent Acquisition Manager QLD (CURRENTLY ON MAYERNITY LEAVE)
AMP,"Brisbane, Australia",Talent Acquisition Management
Michael Hill,"Brisbane, Australia",National Recruitment Manager
Michael Hill,"Brisbane, Australia",Senior HR Advisor/ Business Partner
David Jones,"Brisbane, Australia",Payroll Officer/Human Resource Administrator
Rewards Come True,"Melbourne, Australia",Director
iGoDirect Group,"Melbourne, Australia",Director
TMD,"Melbourne, Australia",Director
Fujitsu Australia Limited,"Brisbane, Australia",Mainframe
City of Gold Coast,"Brisbane, Australia",Team Lead - Operations Support
ABB Enterprise Software,"Brisbane, Australia",Data Centre Lead Engineer
Hewlett Packard Enterprise,"Brisbane, Australia",Data Centre Infrastructure Manager
KAZ,"Brisbane, Australia",Senior AS/400 administrator
Virgin Atlantic,"Brisbane, Australia",I.T Analyst
OpenLearning Global,"Sydney Area, Australia",Software Engineer
Synopsys Inc,"Sydney Area, Australia",Staff Software Engineer
NICTA,"Sydney Area, Australia",Senior Software Engineer
Tjoos,"Sydney Area, Australia",Coding Ninja
UNSW,"Sydney Area, Australia",Undergraduate Thesis Student
Sugarman Australia,"Surry Hills, New South Wales, Australia",Divisional Manager- Social work/ Psychology
Sugarman Australia,"Surry Hills, New South Wales, Australia",Specialist Recruitment Consultant : Social Work | Psychology
Department of Education and Skills - Ireland,"Surry Hills, New South Wales, Australia",Assistant Psychologist | Applied Behavioural Analysis Tutor
O2 Ireland,"Surry Hills, New South Wales, Australia",Sales Executive
Sugarman Australia,"Surry Hills, New South Wales, Australia","Director : Social Work , Psychology and Social Care"
Dial Before You Dig (National),"Melbourne, Victoria, Australia",State Manager Vic/Tas
Ballarat City Council,"Melbourne, Victoria, Australia",Coordinator Asset Management
Ballarat City Council,"Melbourne, Victoria, Australia",Asset Engineer
University of Melbourne,"Melbourne, Victoria, Australia","Technical Services, Assets"
Gold Coast 2018 Commonwealth Games Corporation,"Queensland, Australia",Document Controller
Fredon,"Queensland, Australia",Projects Administrator
Fredon,"Queensland, Australia",Document Controller
Nilsen Group,"Queensland, Australia",Site Administrator / Quality Assurance FIFO 4:1
Nilsen Group,"Queensland, Australia",Document Controller
Nilsen Group,"Queensland, Australia",Contracting Administrator
Heath Tournier Contractors,"Queensland, Australia",Scheduler
Champion Risk Solutions,"Queensland, Australia",Personal Assistant
"Department of Education, Western Australia","Queensland, Australia",Administration Officer
Bennett Constructions,"Queensland, Australia",Projects Administrator
Stage School Australia,"Melbourne, Australia",Site Manager
Roger David,"Melbourne, Australia",Casual/2IC
Mackay Grande Suites,"Melbourne, Australia",Bar/Gaming Supervisor
CQUniversity,"Melbourne, Australia",Theatre Technician
Shape Consulting,"Brisbane, Australia",Leadership and Management Consultant
Griffith University,"Brisbane, Australia",Doctor of Psychology (Organisational) 
Griffith University,"Brisbane, Australia",Tutor
Queensland Health,"Brisbane, Australia",Intern Psychologist
Livingstones,"Brisbane, Australia",Intern psychologist
Shape Consulting,"Brisbane, Australia",Intern Psychologist
Siggins Miller,"Brisbane, Australia",Intern Psychologist
University of Ljubljana,"Sydney, Australia",Adjunct Professor
Australia and New Zealand Melanoma Trials Group (ANZMTG),"Sydney, Australia",Lecturer
University of Waterloo,"Sydney, Australia",NSERC-NATO Postdoctoral Fellow
CPB Contractors,"Sydney, New South Wales, Australia",Senior Project Engineer
Thiess,"Sydney, New South Wales, Australia",Project engineer
HOCHTIEF,"Sydney, New South Wales, Australia",Bauleiter
Thiess,"Sydney, New South Wales, Australia",Site Engineer
Thiess,"Sydney, New South Wales, Australia",Undergraduate Engineer
CPB Contractors,"Sydney, New South Wales, Australia",Project Manager
Telstra,"Melbourne, Australia","Negotiation FACTory, Procurement & Supply Chain"
Telstra,"Melbourne, Australia",Capital Planning & Delivery - Enterprise Portfolio Management Office
People's Choice Credit Union,"Melbourne, Australia",Member Relationship Consultant
People's Choice Credit Union,"Melbourne, Australia",Member Service Consultant
Telstra,"Melbourne, Australia",Global Products Finance
Telstra,"Melbourne, Australia",Supplier Replationship Management Specialist (Negotiation FACTory)
Telstra,"Melbourne, Australia",Negotiation FACTory Lead Specialist (Strategy)
eWater,"Canberra, Australia",Chief Executive
eWater,"Canberra, Australia",Deputy CEO
eWater,"Canberra, Australia",Business Development Manager
Sinclair Knight Merz,"Canberra, Australia",Engineer
Commonwealth Bank,"Sydney Area, Australia",Corporate Analyst - Property Finance | Corporate Financial Services
Commonwealth Bank,"Sydney Area, Australia",Graduate | Corporate Financial Services
Commonwealth Bank,"Sydney Area, Australia",Commercial Analyst - Diversified Industries | Corporate Financial Services
Hicksons Lawyers,"Newcastle, Australia",Law Clerk
University of Newcastle,"Newcastle, Australia",Vice President
RGIS,"Newcastle, Australia",Stocktaker
KFC US,"Newcastle, Australia",Team Member
Newcastle University Students' Association (NUSA),"Newcastle, Australia",Welfare Officer
Newcastle University Students' Association (NUSA),"Newcastle, Australia",Welfare Officer
GBST,"Sydney, Australia",Senior System Analyst
Westpac,"Sydney, Australia",Senior Developer
IBM,"Sydney, Australia",IT Specialist
ProV International,"Sydney, Australia",Senior Java Developer
Accenture,"Sydney, Australia",Senior Software Engineer
University of Newcastle,"Sydney, Australia","Associate Lecturer, Accredited Exercise Physiologist"
"Novartis, Australia & New Zealand","Sydney, Australia",Sales Representative (Cardiovascular/Hypertension)
Bristol-Myers Squibb,"Sydney, Australia",Clinical Support Team (Cardiovascular/Hypertension)
Advantage Property Consulting,"Melbourne, Australia",Senior Property Manager
hockingstuart,"Melbourne, Australia",Property Management Department Manager
Stockdale & Leggo,"Melbourne, Australia",Property Manager
Advantage Property Consulting,"Melbourne, Australia",Senior Property Manager / Team Leader / Licenced Estate Agent
DIXON APPOINTMENTS | Temporary & Permanent Recruitment Agency,"Richmond, Victoria, Australia","Project Officer at Department of Economic Development, Jobs, Transport and Resources"
Growth Solutions Group (GSG),"Richmond, Victoria, Australia",Business Analyst
DIXON APPOINTMENTS | Temporary & Permanent Recruitment Agency,"Richmond, Victoria, Australia",Administrative and project officer roles
HOTHOUSE MEDIA & EVENTS,"Richmond, Victoria, Australia",Public Relations Intern
"Department of Treasury and Finance, Victoria","Richmond, Victoria, Australia",Executive Assistant
Victorian Government,"Richmond, Victoria, Australia",Project Administrative Officer
DIXON APPOINTMENTS | Temporary & Permanent Recruitment Agency,"Richmond, Victoria, Australia",Administrative and project officer roles
Royal Flying Doctor Service of Australia,"Melbourne, Australia",Senior Project Officer
integratedliving Australia Limited,"Melbourne, Australia","Project Manager, eHealth Business Manager"
RDNS (Royal District Nursing Service) Group,"Melbourne, Australia","Project Manager - Health, ICT, Specialising in TeleHealth, eHealth, Strategy, Growth and Vision"
PMP Limited,"Melbourne, Australia","Central Services Manager (Head of Central Services; Program Mgt, Analysis, QA)"
